FrontAppCpuUsage,usedNativeMemPercent,FrontAPPSystemMemPercent,FrontAPPJavaHeapPercent,FrontAPPNativeHeapPercent,FrontAPPCodeMemPercent,FrontAPPStackMemPercent,FrontAPPGraphicsMemPercent,FrontAPPPrivateOtherMemPercent,tempCPU0,tempCPU1,tempCPU2,tempCPU3,tempCPU4,tempCPU5,tempCPU6,tempCPU7,batteryTemp,thermalStatus,gpuUsage,GpuFreq,cpu0Freq,cpu1Freq,cpu2Freq,cpu3Freq,cpu4Freq,cpu5Freq,cpu6Freq,cpu7Freq
0.864307931570762,0.8385409630089978,0.000506237174978044,0.0014380673706467766,0.03917779729424121,0.02068513886056227,0.0007533724865038105,0.013187833936170065,0.03762249240037239,61.6,57.9,54.9,60.6,67.9,67.3,62.6,82.3,29.2,0,0.182,315000000,1804800,1804800,1804800,1804800,2419200,2419200,2419200,2496000
0.1511978007592616,0.9400160716894754,0.0007013439998668071,0.0008532671808468572,0.06240400744215473,0.009590237513510064,0.0006645772026433246,0.023156491975819933,0.04206433773286216,43.9,43.9,42.6,43.3,42.3,43.6,50.6,41.6,29.4,0,0.05,315000000,1804800,1804800,1804800,1804800,2419200,2419200,2419200,844800
0.2554916317991632,0.9437406473327709,0.0007625641858096812,0.0008383523480109163,0.0662329572020606,0.008817787915239352,0.0006160172817821214,0.02964375054629911,0.04174314854202306,50.6,49.6,48.6,49.3,49.9,49.3,48.6,48.6,29.5,0,0.773,608000000,1612800,1612800,1804800,1401600,2342400,2419200,2419200,844800
0.2986572629865726,0.9437171250331952,0.0008086961106278243,0.000954202444922644,0.06629920680837839,0.007991575547443737,0.0006930194420048865,0.029703756734220453,0.041829515829840486,53.6,51.6,49.9,52.6,55.9,56.6,55.3,49.9,29.7,0,0.803,608000000,1804800,1804800,1804800,1804800,2419200,2342400,2419200,844800
0.2940023520188161,0.9417443842993302,0.0008292473628494407,0.0009323504805351026,0.06617121673125136,0.00790139283727293,0.0005841064766447592,0.02992435751756135,0.0417597976577469,52.9,51.3,49.9,51.3,53.9,53.6,53.9,49.9,29.9,0,0.806,540000000,1804800,1804800,1804800,1804800,2112000,2419200,2419200,844800
0.2626393570132227,0.9490777241769452,0.0007194672560453633,0.0010051903618269074,0.06991692091253804,0.012181603004610417,0.0005820253371792791,0.030119290914161323,0.04318780618764386,55.6,53.6,51.3,53.9,58.3,58.9,58.6,60.9,30.2,0,0.385,778000000,1804800,1804800,1804800,1804800,2419200,2419200,2419200,2688000
0.2971314209472982,0.9464742288281937,0.000774617451880587,0.0007960358455461534,0.06953607239035517,0.006183759065096655,0.0005490739623091769,0.03008287097351542,0.04302062131725029,56.6,54.9,53.6,54.9,56.9,58.6,58.6,54.9,30.3,0,0.799,676000000,1804800,1804800,1804800,1804800,2227200,1670400,2112000,844800
0.286525974025974,0.9467832330092322,0.0008452894795625167,0.0008661008742173182,0.06970291040417116,0.007018295990754191,0.0005407494044472563,0.030145652014057403,0.043014377898853845,58.3,57.3,55.3,57.3,58.9,57.9,58.6,55.9,30.7,0,0.834,676000000,1804800,1804800,1804800,1804800,1670400,2112000,2342400,844800
0.2873321042928627,0.9466147866867166,0.0009060760947834158,0.000818581523088855,0.06969493270288682,0.006752950708905473,0.0005397088347145162,0.030156057711384805,0.04301125618965563,58.9,57.6,56.3,57.9,61.3,62.3,61.6,56.6,30.8,0,0.77,676000000,1804800,1804800,1804800,1804800,2342400,1670400,2419200,844800
0.2909734049521813,0.9471296840492984,0.0008706967238702535,0.0008234375151749753,0.06971227553176582,0.006231278416225118,0.0005383214084041961,0.030160913703470925,0.043008481337034984,59.3,57.9,56.3,58.3,59.9,61.3,61.3,57.3,31.1,0,0.828,676000000,1804800,1804800,1804800,1804800,2419200,1440000,2342400,844800
0.2833854981742306,0.946970742632228,0.0006180984212476014,0.0007832021521756926,0.06971158181861066,0.004809513304724603,0.0005372808386714561,0.030165422838979463,0.04299356650419905,62.3,60.9,58.9,60.6,61.6,62.6,62.9,63.9,31.4,0,0.681,608000000,1804800,1804800,1804800,1804800,2419200,2419200,2419200,844800
0.2895510422234099,0.94648732145723,0.0006528707931499989,0.0007807741561326324,0.06970880696599002,0.0055455429623494125,0.0005161225874390746,0.030163341699513985,0.04301888703436239,58.9,58.6,56.9,58.3,58.3,56.3,62.9,57.6,31.9,0,0.761,676000000,1804800,1804800,1708800,1804800,2419200,2227200,2419200,844800
0.2856756024911995,0.9467622487241376,0.0006877298791967912,0.0007956889889685734,0.06972857779091209,0.00580672596526717,0.0005098791690426342,0.030168197691600104,0.04300535962783677,61.3,58.9,57.3,59.9,64.3,65.6,62.9,59.3,32.0,0,0.78,778000000,1804800,1804800,1804800,1804800,2419200,2227200,2419200,844800
0.3387660069848661,0.99125022249911,0.0017374913112427315,0.00670820621039765,0.02517103497840471,0.025733983203817087,0.0006586806408244642,0.009864254209798282,0.03832557068312709,49.6,48.6,47.6,48.3,48.9,49.9,48.3,47.3,33.6,0,0.752,443000000,1804800,1804800,1804800,1804800,2342400,2342400,2419200,844800
0.2192001987083954,0.9962089089001572,0.004749767259236444,0.0015008484111887607,0.051206436548138834,0.0020041373052573745,0.0006753297565483054,0.008825765616523693,0.03589271864798081,69.3,65.9,62.6,69.3,82.3,70.9,78.6,83.9,33.7,0,0.506,315000000,1804800,1804800,1804800,1708800,2342400,2342400,2342400,1075200
