FrontAppCpuUsage,usedNativeMemPercent,FrontAPPSystemMemPercent,FrontAPPJavaHeapPercent,FrontAPPNativeHeapPercent,FrontAPPCodeMemPercent,FrontAPPStackMemPercent,FrontAPPGraphicsMemPercent,FrontAPPPrivateOtherMemPercent,tempCPU0,tempCPU1,tempCPU2,tempCPU3,tempCPU4,tempCPU5,tempCPU6,tempCPU7,batteryTemp,thermalStatus,gpuUsage,GpuFreq,cpu0Freq,cpu1Freq,cpu2Freq,cpu3Freq,cpu4Freq,cpu5Freq,cpu6Freq,cpu7Freq
0.2042396547347042,0.9531460786436388,0.0023412810865764124,0.0009829911999048226,0.07572362061256932,0.03442827823576319,0.00047796819811885867,0.03236309488917416,0.047060096696643156,76.3,74.3,71.6,75.3,77.9,77.6,80.3,81.9,41.0,0,0.759,443000000,1804800,1804800,1804800,1804800,1670400,1670400,1670400,2592000
0.2116970757310672,0.9509228698084642,0.0023328698174876006,0.0009632203818403996,0.07545688799692823,0.03442758452284865,0.00046894993022982364,0.03227013735862564,0.047076745806592143,76.3,74.3,71.9,75.3,79.3,76.9,78.9,82.6,41.2,0,0.757,491000000,1804800,1804800,1804800,1804800,1670400,1766400,1670400,2592000
0.2070909546479579,0.9509688655282548,0.0023328698174876006,0.0009618329560113172,0.075436076609492,0.03442758452284865,0.00046894993022982364,0.03256357792147655,0.04710657546191742,76.6,74.6,72.3,75.9,80.6,77.9,79.9,82.6,41.3,0,0.786,443000000,1804800,1804800,1804800,1804800,1670400,1670400,1766400,2592000
0.1985108531044926,0.9515105005367688,0.0023312222493155656,0.0009590581043531526,0.07539861611210678,0.03442758452284865,0.00046894993022982364,0.03266832857157227,0.0471610319257089,77.6,75.3,72.6,76.6,79.9,80.6,81.9,82.3,41.4,0,0.626,315000000,1804800,1804800,1804800,1804800,1670400,1670400,1670400,2688000
0.1904640813731722,0.951376373649402,0.0023281005412001303,0.0009153541907370596,0.07542948633680387,0.03442758452284865,0.00047380592063161174,0.0324345473193719,0.047200226705380474,76.9,74.9,72.6,76.3,78.9,78.9,79.6,81.9,41.6,0,0.747,379000000,1804800,1804800,1804800,1804800,1670400,1670400,1670400,2496000
0.1921929388363998,0.9528588120006032,0.0023281005412001303,0.0009618329560113172,0.07538994470067502,0.03442758452284865,0.00046305337045622375,0.0325146711610014,0.04733723500600235,76.6,74.6,72.3,75.6,79.3,78.3,79.9,82.9,41.7,0,0.734,379000000,1804800,1804800,1804800,1804800,2112000,2112000,1996800,2592000
0.1885245901639344,0.9529224430966108,0.002323504693141295,0.0009555895397804468,0.075393760121705,0.03442758452284865,0.00046478765274257666,0.03155110392270373,0.047470774742051525,77.6,75.9,72.6,76.6,84.9,79.3,81.6,81.9,41.9,3,0.75,379000000,1804800,1804800,1804800,1804800,1670400,1670400,1670400,2496000
0.2084521006320485,0.9516455611474376,0.0023207298414831307,0.0009597518172676937,0.07579958217671157,0.03442758452284865,0.0004644407962853061,0.03221914945940687,0.04759529621021166,77.9,75.6,72.9,76.6,80.6,78.9,84.3,82.6,42.1,3,0.706,379000000,1804800,1804800,1804800,1804800,1670400,1670400,1670400,2496000
0.2092346616065781,0.9528858465066068,0.0023194291297683658,0.0008733845594073195,0.07558834659423379,0.03442723766639138,0.0004616659446271415,0.03227568706194197,0.04768721317138837,77.6,75.3,72.9,75.9,79.6,77.9,78.6,82.3,42.3,3,0.738,443000000,1804800,1804800,1804800,1804800,1881600,1881600,1996800,2592000
0.2023764378713184,0.9522804742884629,0.0023194291297683658,0.0009528146881222822,0.07556857577616936,0.03442723766639138,0.00046062537525532973,0.03226493451176658,0.047741322778722575,78.3,75.9,73.3,76.9,79.9,81.6,81.9,82.6,42.4,3,0.713,443000000,1804800,1804800,1804800,1804800,1670400,1670400,1670400,2592000
0.210217336997252,0.9524490648835022,0.0023194291297683658,0.0009500398364641176,0.07560846426875548,0.03442723766639138,0.0004575036671398945,0.032229555153124985,0.048015686236423605,77.6,75.6,72.9,76.3,78.9,80.3,79.6,82.6,42.6,3,0.712,443000000,1804800,1804800,1804800,1804800,1670400,1670400,1670400,2496000
0.2176395939086294,0.9538516351635165,0.0025473138221951365,0.0009465712718914117,0.07600838976398847,0.03442793137930592,0.0004575036671398945,0.032646129758306955,0.04823836808199132,77.9,75.3,72.9,76.6,81.3,81.3,79.9,82.6,42.9,3,0.714,379000000,1804800,1804800,1804800,1804800,1670400,1670400,1670400,2496000
0.2049681840430739,0.9469587014005322,0.0025527768113971483,0.000953855257494094,0.07591369795115359,0.03442793137930592,0.0004509133944517535,0.032468192395727145,0.048331672468997104,78.9,75.9,73.6,77.6,80.6,79.3,83.3,82.9,43.0,3,0.83,491000000,1804800,1804800,1804800,1804800,1670400,1670400,1670400,2496000
0.2068425176286236,0.945712197498782,0.0025527768113971483,0.0009157010471943301,0.07550787589614702,0.03442793137930592,0.00045126025090902407,0.03236482917146051,0.04840763403313936,76.9,75.3,72.9,75.6,76.6,76.3,78.6,82.3,43.2,3,0.751,443000000,1804800,1804800,1804800,1804800,1670400,1670400,1670400,2496000
