timestamp,nativeHeapFreeSize,usedNativeMemPercent,GPU missed,HWC missed,Total missed,FrontAPPPrivateOtherMemPercent,FrontAPPStackMemPercent,FrontAPPSystemMemPercent,FrontAPPGraphicsMemPercent,FrontAPPNativeHeapPercent,FrontAPPCodeMemPercent,FrontAPPJavaHeapPercent,MissedVsync,JankyNum,batteryTemp,thermalStatus,MemAvailable,MemFree,tempCPU0,tempCPU1,tempCPU2,tempCPU3,tempCPU4,tempCPU5,tempCPU6,tempCPU7,cpu0Freq,cpu1Freq,cpu2Freq,cpu3Freq,cpu4Freq,cpu5Freq,cpu6Freq,cpu7Freq,LowMemory,gpuUsage,GpuFreq,cpuUsage,FrontAppCpuUsage,wifiRssi,wifiSpeed
1680172495,0.005546321465870885,0.9365345383247604,0,1,1,0.04892306272864344,0.0005029418630423404,0.003935866934763585,0.03241547021422202,0.0791144893388465,0.032114398809311155,0.0010322448168372448,0,0.0,39.8,0,0.5058492138671824,0.013941201587076405,69.9,68.3,66.3,68.6,72.3,73.9,71.3,73.6,1804800,1804800,1804800,1804800,2419200,2419200,2419200,844800,False,0.787,608000000,0.491516903355536,0.3500062837752922,-40,192
1680172505,0.005035748760768593,0.9425670329844216,0,1,1,0.04892375644155798,0.0005012075807559875,0.003935866934763585,0.03239569939615759,0.07947105777692065,0.032119948512627484,0.0010301636780936214,0,0.0,40.0,0,0.5034236466614893,0.011042522173666173,69.6,68.3,65.9,68.6,70.3,72.3,71.3,66.6,1804800,1804800,1804800,1804800,2419200,2419200,2419200,844800,False,0.777,540000000,0.4919232710752145,0.3567642604745078,-40,192
1680172515,0.004946433223021418,0.94366256997365,0,1,1,0.048924103298015255,0.0005043292888714227,0.003935866934763585,0.03299818906243659,0.07965315741698771,0.032119948512627484,0.0010239202618627509,0,0.0,40.2,0,0.5000678104373963,0.011401171750483951,71.9,70.3,68.3,70.6,72.9,72.3,71.9,72.6,1804800,1804800,1804800,1804800,2419200,2419200,2419200,844800,False,0.798,676000000,0.5211195928753181,0.3690839694656488,-40,192
1680172525,0.004821218041946739,0.9452446701227488,0,1,1,0.04892514386738706,0.0005102258486450226,0.003935866934763585,0.03277689464269796,0.07992370545365876,0.032119948512627484,0.0010266951135209155,0,0.0,40.4,0,0.4987566930289136,0.011656111246577828,72.3,70.6,68.6,70.9,74.3,73.3,72.6,69.3,1804800,1804800,1804800,1612800,2419200,2419200,2227200,844800,False,0.808,608000000,0.5232807570977918,0.388769716088328,-40,192
1680172535,0.004700858851273848,0.9465697232045354,0,1,1,0.048924450154472526,0.0004994732984696346,0.003935866934763585,0.0335451816955523,0.07992648030531693,0.032119948512627484,0.001004843156712869,0,0.0,40.6,0,0.4982155969555715,0.011769186451648036,72.6,70.3,68.3,71.3,75.9,75.6,76.3,75.3,1804800,1804800,1804800,1804800,2419200,2419200,2419200,844800,False,0.783,540000000,0.4647292280117783,0.3323518115478172,-40,192
1680172545,0.004736151495801129,0.9467133145493004,0,1,1,0.048924103298015255,0.00048525218372154084,0.003935866934763585,0.033958981449076095,0.08046063924951362,0.032120295369084756,0.0010235734054054803,0,0.0,40.9,0,0.4956845853868681,0.011438285391411904,69.3,68.3,66.6,68.3,69.6,71.3,72.6,66.9,1612800,1804800,1804800,1804800,1766400,2342400,1670400,844800,False,0.815,540000000,0.4745677142496529,0.3425470150195633,-40,192
1680172555,0.004710917688534695,0.9467463799654172,0,1,1,0.04892375644155798,0.00048525218372154084,0.003935866934763585,0.03390279070299826,0.08041450734069663,0.032120295369084756,0.0010218391231191276,0,0.0,41.2,0,0.49377756858479444,0.012025166517113724,67.9,66.3,64.6,66.9,68.9,70.9,67.6,66.3,1804800,1804800,1804800,1804800,2419200,2419200,2419200,844800,False,0.812,491000000,0.4555033642249587,0.3204265583343912,-40,192
1680172565,0.004727133227912094,0.9465683122667252,0,1,1,0.04892479701092979,0.00048455847080699973,0.003934045938362914,0.03395447231513158,0.08047277922551808,0.032122029651371106,0.001019064271460963,0,0.0,41.3,0,0.49213173469504556,0.012316872797678282,66.9,65.6,63.3,65.6,67.3,63.3,70.6,67.9,1804800,1804800,1804800,1804800,2227200,2419200,2419200,844800,False,0.799,443000000,0.4429538776031685,0.3010093266896639,-40,192
1680172575,0.0047601713054671166,0.9461585691194702,0,1,1,0.04892687814967342,0.00048421161434972915,0.003934045938362914,0.03382995084697144,0.08051787056496326,0.032122029651371106,0.0009483055541777646,0,0.0,41.4,0,0.4914720137133169,0.011517021807212325,67.9,65.6,63.9,66.6,69.9,68.9,69.9,63.6,1804800,1804800,1804800,1804800,2419200,2419200,2419200,844800,False,0.772,491000000,0.4630847029077117,0.3099873577749684,-40,192
1680172585,0.004870298230650526,0.9449267716782505,0,1,1,0.048937283843391535,0.00046894993022982364,0.003931531229047702,0.033815382875766076,0.08037635313039687,0.032122029651371106,0.001024613974777292,0,0.0,41.6,0,0.48985739690472235,0.011359895832068753,66.9,65.6,63.6,66.3,68.6,69.9,68.3,62.6,1708800,1804800,1804800,1804800,2419200,2419200,2419200,844800,False,0.8,443000000,0.4817737692596768,0.3344607290492296,-40,192
