timestamp,nativeHeapFreeSize,usedNativeMemPercent,GPU missed,HWC missed,Total missed,FrontAPPPrivateOtherMemPercent,FrontAPPStackMemPercent,FrontAPPSystemMemPercent,FrontAPPGraphicsMemPercent,FrontAPPNativeHeapPercent,FrontAPPCodeMemPercent,FrontAPPJavaHeapPercent,MissedVsync,JankyNum,batteryTemp,thermalStatus,MemAvailable,MemFree,tempCPU0,tempCPU1,tempCPU2,tempCPU3,tempCPU4,tempCPU5,tempCPU6,tempCPU7,cpu0Freq,cpu1Freq,cpu2Freq,cpu3Freq,cpu4Freq,cpu5Freq,cpu6Freq,cpu7Freq,LowMemory,gpuUsage,GpuFreq,cpuUsage,FrontAppCpuUsage,wifiRssi,wifiSpeed
1679367120.0,0.0018687758776595653,0.95,0.0,1.0,1.0,0.007007887862694791,0.0009448369896050588,0.006236132245267751,0.02847275286442734,0.033667622024968806,0.011269713153178401,0.009488258388636706,1.0,22.0,27.7,0.0,0.5492909040015789,0.03801512086039825,43.9,43.3,41.9,42.6,41.9,42.3,45.9,65.3,1804800.0,1804800.0,1804800.0,1804800.0,1324800.0,1996800.0,2419200.0,844800.0,False,0.108,315000000.0,0.389893549,0.20200077,-47.0,1200.0
1679367130.0,0.0020478405237255018,0.95,0.0,1.0,1.0,0.007028352393673754,0.0009136199084507067,0.00624610436841428,0.03135235517268769,0.03401690647744028,0.011269713153178401,0.009221178916538359,2.0,17.0,28.0,0.0,0.5460710355087361,0.040350852243658336,45.9,43.9,42.3,45.3,47.6,45.6,44.9,49.3,1804800.0,1804800.0,1804800.0,1804800.0,710400.0,710400.0,2419200.0,1190400.0,False,0.163,315000000.0,0.370436559,0.198238448,-47.0,1200.0
1679367140.0,0.001967543253867363,0.95,0.0,0.0,0.0,0.0070280055372164835,0.0009330438700578591,0.00626526818767848,0.026042329668332385,0.035279810838362465,0.011251676617400331,0.009913157548793164,2.0,22.0,28.0,0.0,0.5387149037629416,0.038119871510493966,44.3,43.6,42.6,42.6,41.3,40.6,41.6,40.9,1804800.0,1804800.0,1804800.0,1804800.0,2419200.0,2419200.0,2419200.0,2265600.0,False,0.163,315000000.0,0.415052645,0.220850123,-43.0,1200.0
1679367150.0,0.0018254188205007427,0.95,0.0,0.0,0.0,0.007063731752315353,0.0009424089944041647,0.006272292030938208,0.033102159285503446,0.03478103125280737,0.011251676617400331,0.009788636080633026,2.0,18.0,28.3,0.0,0.5296567473813205,0.0313416026225123,49.9,47.3,45.3,48.3,55.3,55.3,52.9,62.6,1804800.0,1804800.0,1804800.0,1804800.0,710400.0,710400.0,710400.0,844800.0,False,0.202,315000000.0,0.420919656,0.231430015,-43.0,1200.0
1679367160.0,0.0020970074265436065,0.95,0.0,1.0,1.0,0.007058182048999024,0.0009163947601088713,0.00627480674025342,0.02982029020092354,0.03603110192481054,0.011251676617400331,0.009722386497294346,2.0,17.0,28.5,0.0,0.5375893545590986,0.031758524084151536,47.6,45.9,44.9,46.3,45.9,46.3,44.3,42.9,1804800.0,1804800.0,1804800.0,1804800.0,1996800.0,844800.0,710400.0,844800.0,False,0.234,315000000.0,0.40626218,0.218136936,-43.0,1200.0
1679367170.0,0.0017471159752719095,0.96,0.0,1.0,1.0,0.0070977236851278705,0.000869569138377343,0.006279662730655208,0.034717816663469805,0.03612336574244451,0.011251676617400331,0.009917319826280411,1.0,22.0,28.7,0.0,0.5334860426695877,0.02918727716640473,48.9,47.3,45.3,48.3,52.6,51.9,51.6,62.9,1497600.0,1804800.0,1804800.0,1804800.0,710400.0,710400.0,710400.0,844800.0,False,0.183,315000000.0,0.416858238,0.219029374,-43.0,1200.0
1679367180.0,0.002056338506928631,0.95,0.0,1.0,1.0,0.007066506603973518,0.0008494514638556494,0.0062786221612833966,0.030477930043908558,0.03568771403211266,0.011252370330314872,0.009769212119025875,0.0,17.0,29.0,0.0,0.5423627931240563,0.022783960108732564,47.3,46.6,45.3,45.9,45.9,45.6,45.6,46.6,1804800.0,1612800.0,1804800.0,1804800.0,1881600.0,2227200.0,2419200.0,1670400.0,False,0.114,315000000.0,0.394084216,0.213769052,-43.0,1200.0
1679367190.0,0.0019188099216208463,0.95,0.0,2.0,2.0,0.0070703220250034945,0.0008830965402108956,0.006283478151685185,0.030947226830595653,0.03623990951208743,0.011252370330314872,0.010483042708088728,3.0,24.0,29.3,0.0,0.5201549615908502,0.012341499606144493,50.9,48.3,46.3,49.6,51.9,55.3,56.3,48.6,1804800.0,1804800.0,1612800.0,1804800.0,710400.0,2419200.0,2419200.0,2841600.0,False,0.227,315000000.0,0.40921895,0.219206146,-43.0,1200.0
1679367200.0,0.001697862358339487,0.96,0.0,0.0,0.0,0.007161545273265657,0.0008824028272963545,0.006296485268832831,0.030384538942788454,0.03659994651473429,0.011227396665391392,0.00969429112425543,0.0,17.0,29.5,0.0,0.5252305121300906,0.016892256325534497,52.6,50.3,48.3,51.3,54.3,54.3,52.6,56.3,1804800.0,1804800.0,1497600.0,1708800.0,1075200.0,2419200.0,2419200.0,844800.0,False,0.168,315000000.0,0.42166195,0.223951634,-43.0,1200.0
1679367210.0,0.0017245703055493219,0.96,0.0,0.0,0.0,0.007060610044199918,0.0009167416165661419,0.006247751936586315,0.03376959782340636,0.03740708149080293,0.011229477804135015,0.010417139981207317,0.0,22.0,29.7,0.0,0.5241483199834064,0.02101117675562263,51.6,48.9,46.6,50.6,55.9,53.6,53.6,51.3,1804800.0,1804800.0,1804800.0,1804800.0,2419200.0,2419200.0,710400.0,844800.0,False,0.193,315000000.0,0.416944373,0.217251987,-43.0,1200.0
